Date,Time,Ax,Ay,Az,Gx,Gy,Gz
2025-02-01,10:28:30,-0.42,0.32,1.15,-5.25,21.55,17.03
2025-02-01,10:28:30,0.79,-0.23,0.04,53.47,237.00,-12.82
2025-02-01,10:28:30,0.27,0.46,-0.86,31.25,78.43,2.14
2025-02-01,10:28:30,0.01,0.47,-0.95,-29.54,-32.59,-34.85
2025-02-01,10:28:30,0.86,-0.01,0.02,-95.15,-231.81,-23.38
2025-02-01,10:28:30,-0.38,0.35,1.20,-33.51,-64.09,86.67
2025-02-01,10:28:30,0.64,-0.05,0.26,101.50,324.77,-38.76
2025-02-01,10:28:30,0.05,0.22,-1.02,23.32,44.49,12.02
2025-02-01,10:28:30,0.70,-0.21,-0.61,-70.01,-177.12,-105.83
2025-02-01,10:28:30,0.01,-0.14,1.07,-125.18,-109.31,27.71
2025-02-01,10:28:30,-0.11,0.21,0.96,5.92,15.38,-13.49
2025-02-01,10:28:30,-0.10,-0.27,1.04,275.76,36.62,-15.14
2025-02-01,10:28:30,-0.12,-1.27,0.48,-391.11,87.28,-133.67
2025-02-01,10:28:30,0.31,0.63,0.54,-226.32,-18.68,36.80
2025-02-01,10:28:30,0.08,-0.65,0.82,316.47,-54.57,-69.52
2025-02-01,10:28:30,-0.01,-1.03,-0.55,-136.29,12.70,-7.20
2025-02-01,10:28:30,0.16,0.91,0.54,-258.42,2.62,12.27
2025-02-01,10:28:30,0.23,-0.15,0.55,367.80,39.79,-15.69
2025-02-01,10:28:30,-0.07,-1.26,-0.33,-263.43,26.92,35.22
2025-02-01,10:28:30,0.14,1.02,0.25,-183.96,-5.49,3.54
2025-02-01,10:28:30,0.16,-0.57,0.69,216.67,3.05,-53.22
2025-02-01,10:28:30,-0.02,-1.10,-0.02,-400.70,48.71,31.56
2025-02-01,10:28:30,0.21,1.02,0.35,-96.13,-31.43,32.10
2025-02-01,10:28:30,0.20,-0.52,0.55,339.11,-42.24,-41.50
2025-02-01,10:28:30,-0.05,-1.09,0.04,-404.91,36.25,34.97
2025-02-01,10:28:30,0.23,1.05,0.23,-100.71,-10.07,40.47
2025-02-01,10:28:30,0.17,-0.51,0.60,366.09,-0.37,29.17
2025-02-01,10:28:30,0.18,-0.73,0.40,-493.23,0.55,33.69
2025-02-01,10:28:30,0.23,1.31,0.36,14.53,-8.06,16.48
2025-02-01,10:28:30,0.19,-0.80,0.41,270.87,5.55,-22.89
2025-02-01,10:28:30,0.14,-0.79,0.48,-511.72,1.53,49.93
2025-02-01,10:28:30,0.31,1.20,0.17,52.61,0.61,0.31
2025-02-01,10:28:30,0.22,-0.73,0.27,285.58,26.06,-20.94
2025-02-01,10:28:30,0.13,-0.58,0.80,-475.34,43.52,46.14
2025-02-01,10:28:30,0.24,1.23,-0.07,55.91,6.96,4.46
2025-02-01,10:28:30,0.20,-0.75,0.49,253.11,-6.90,-3.78
2025-02-01,10:28:30,0.16,-0.62,0.75,-453.00,45.90,10.68
2025-02-01,10:28:30,0.24,1.17,0.09,-26.86,-8.06,21.18
2025-02-01,10:28:30,0.20,-0.73,0.37,293.27,4.15,-8.54
2025-02-01,10:28:30,0.21,-0.37,0.81,-489.26,34.61,37.29
2025-02-01,10:28:30,0.35,1.15,-0.02,2.81,-5.07,-2.99
2025-02-01,10:28:30,0.08,-0.94,0.24,254.27,4.58,-52.92
2025-02-01,10:28:30,0.38,0.10,0.67,-358.09,115.11,38.45
2025-02-01,10:28:30,0.25,1.23,0.18,95.52,-23.99,-31.86
2025-02-01,10:28:30,0.02,-1.52,-0.33,57.68,-8.36,-82.82
2025-02-01,10:28:30,0.41,0.46,-0.21,-293.09,63.42,196.23
2025-02-01,10:28:30,0.34,-0.01,0.68,515.01,-128.23,-60.85
2025-02-01,10:28:30,0.11,-1.18,-0.23,-206.36,24.23,65.43
2025-02-01,10:28:30,0.19,1.16,-0.07,-123.78,21.00,65.25
2025-02-01,10:28:30,0.21,-0.44,0.64,336.36,-9.95,-82.21
2025-02-01,10:28:30,0.07,-0.68,0.96,-438.66,125.73,10.13
2025-02-01,10:28:30,0.13,1.14,-0.15,86.36,-20.02,-18.25
2025-02-01,10:28:30,0.08,-0.83,0.36,338.99,-13.12,-11.29
2025-02-01,10:28:30,0.18,-0.34,0.66,-403.56,94.85,86.18
2025-02-01,10:28:30,0.18,1.18,0.18,350.65,7.81,-68.79
2025-02-01,10:28:30,0.06,-1.21,-0.18,25.76,3.30,-17.15
2025-02-01,10:28:30,0.25,1.37,0.49,-292.30,-31.80,146.97
2025-02-01,10:28:30,0.21,0.57,0.48,477.11,39.61,-129.46
2025-02-01,10:28:30,0.08,-1.15,-0.40,-47.30,-16.05,-22.58
2025-02-01,10:28:30,0.28,0.75,-0.07,-312.38,33.87,54.38
2025-02-01,10:28:30,0.28,0.02,0.77,446.78,-10.07,4.88
2025-02-01,10:28:30,0.02,-1.34,-0.33,-167.24,32.41,47.73
2025-02-01,10:28:30,0.17,1.00,0.06,-92.29,33.51,87.10
2025-02-01,10:28:30,0.37,-0.06,0.49,356.87,48.22,-61.22
2025-02-01,10:28:30,0.04,-1.23,-0.15,-248.35,28.38,93.26
2025-02-01,10:28:30,0.17,1.29,-0.18,-66.53,2.20,78.98
2025-02-01,10:28:30,0.21,-0.33,0.38,384.16,-21.85,-112.55
2025-02-01,10:28:30,-0.07,-0.85,0.27,-459.96,54.38,100.83
2025-02-01,10:28:30,0.19,1.32,-0.17,-70.19,6.96,22.09
2025-02-01,10:28:30,0.24,-0.68,0.62,345.95,-50.90,-43.58
2025-02-01,10:28:30,0.21,-0.41,0.88,-514.71,71.11,15.01
2025-02-01,10:28:30,0.03,1.39,-0.43,30.58,4.09,9.70
2025-02-01,10:28:30,0.12,-0.84,0.00,269.59,44.86,-112.98
2025-02-01,10:28:30,0.32,0.17,0.56,-442.38,101.26,112.79
2025-02-01,10:28:30,0.23,1.12,0.14,251.65,-20.14,-73.12
2025-02-01,10:28:30,-0.03,-1.22,-0.18,133.48,18.01,-59.57
2025-02-01,10:28:30,0.39,0.07,0.43,-285.58,68.60,66.22
2025-02-01,10:28:30,0.10,1.24,0.39,583.19,88.75,-70.31
2025-02-01,10:28:30,0.13,-1.09,-0.35,85.57,37.17,-1.65
2025-02-01,10:28:30,0.39,0.23,0.22,-404.48,98.08,80.26
2025-02-01,10:28:30,0.19,0.88,0.14,455.02,17.15,-140.62
2025-02-01,10:28:30,-0.04,-1.26,-0.31,44.13,-4.21,-28.32
2025-02-01,10:28:30,0.37,1.21,0.18,-402.71,-15.01,87.77
2025-02-01,10:28:30,0.24,-0.08,0.81,395.20,-36.80,-34.91
2025-02-01,10:28:30,0.01,-1.24,-0.18,-262.76,6.77,20.08
2025-02-01,10:28:30,0.09,1.17,-0.04,-115.36,40.04,61.77
2025-02-01,10:28:30,0.30,-0.10,0.92,372.92,-21.48,0.92
2025-02-01,10:28:30,-0.05,-0.95,0.52,-596.07,21.12,-0.31
2025-02-01,10:28:30,0.21,1.07,-0.11,10.62,12.82,2.01
2025-02-01,10:28:30,0.27,-0.65,0.54,385.50,-8.67,-29.60
2025-02-01,10:28:30,0.16,-0.70,0.69,-149.17,-46.51,95.21
2025-02-01,10:28:30,0.24,0.92,-0.18,-85.63,44.25,27.34
2025-02-01,10:28:30,0.35,-0.33,0.48,433.84,50.42,-14.04
2025-02-01,10:28:30,0.19,-1.01,0.02,-196.59,13.31,114.75
2025-02-01,10:28:30,0.24,1.06,-0.26,-108.46,-20.26,81.48
2025-02-01,10:28:30,0.24,-0.32,0.72,339.78,15.38,-19.29
2025-02-01,10:28:30,0.22,-0.62,0.59,-553.22,22.16,23.07
2025-02-01,10:28:30,0.13,1.09,-0.41,22.22,-3.54,16.97
2025-02-01,10:28:30,0.22,-0.67,0.34,406.01,-10.68,-21.73
2025-02-01,10:28:30,0.19,-0.09,0.60,-472.60,54.69,84.84
2025-02-01,10:28:30,0.07,1.18,-0.39,116.09,-18.25,-27.83
2025-02-01,10:28:30,0.13,-1.58,-0.29,165.47,50.11,-6.29
2025-02-01,10:28:30,0.19,0.56,0.43,-358.89,29.85,-25.94
2025-02-01,10:28:30,0.08,1.05,0.06,575.50,11.35,-88.32
2025-02-01,10:28:30,0.15,-1.13,-0.07,-115.91,12.88,-13.06
2025-02-01,10:28:30,0.08,0.99,-0.50,-126.46,26.73,33.63
2025-02-01,10:28:30,0.27,-0.41,0.72,399.05,25.57,-84.05
2025-02-01,10:28:30,0.26,0.21,0.75,-461.79,0.12,3.05
2025-02-01,10:28:30,0.09,1.32,-0.10,497.80,10.13,-73.67
2025-02-01,10:28:30,0.18,-1.10,0.29,-83.50,-6.65,-9.83
2025-02-01,10:28:30,-0.08,0.66,-0.35,-298.65,-36.74,39.37
2025-02-01,10:28:30,0.21,0.15,0.64,407.90,66.41,-40.95
2025-02-01,10:28:30,0.23,-0.84,0.44,-426.45,-9.77,-24.72
2025-02-01,10:28:30,-0.02,1.06,-0.47,-101.68,18.37,28.08
2025-02-01,10:28:30,0.25,-0.24,0.64,273.68,-18.07,-74.10
2025-02-01,10:28:30,0.09,-0.34,0.94,-516.11,32.35,64.27
2025-02-01,10:28:30,0.03,1.18,-0.34,194.27,-37.41,-47.91
2025-02-01,10:28:30,0.18,-1.15,0.01,-14.22,2.32,4.94
2025-02-01,10:28:30,0.23,1.32,-0.17,-367.55,-23.13,85.94
2025-02-01,10:28:30,0.21,0.20,0.77,366.82,13.67,-6.04
2025-02-01,10:28:30,0.15,-0.81,0.50,-421.57,-16.72,-35.71
2025-02-01,10:28:30,0.10,1.20,-0.44,-66.71,-3.11,51.76
2025-02-01,10:28:30,0.20,-0.09,0.84,459.66,54.38,57.50
2025-02-01,10:28:30,0.15,-0.09,0.92,-539.06,35.95,-14.28
2025-02-01,10:28:30,0.10,1.14,-0.36,119.93,-27.04,-28.02
2025-02-01,10:28:30,0.08,-1.22,-0.30,160.28,36.44,-36.93
2025-02-01,10:28:30,0.25,0.45,0.49,-377.38,89.97,69.03
2025-02-01,10:28:30,0.18,0.88,0.26,408.81,-40.16,-44.68
2025-02-01,10:28:30,0.18,-1.26,-0.16,29.24,17.33,2.32
2025-02-01,10:28:30,0.24,0.57,0.11,-433.23,69.95,64.58
2025-02-01,10:28:30,0.13,0.05,0.78,516.42,-45.04,-0.43
2025-02-01,10:28:30,0.46,-0.14,0.93,-27.77,37.35,-23.93
2025-02-01,10:28:30,-0.33,-0.18,1.23,6.77,-1.77,25.15
2025-02-01,10:28:30,0.47,-0.02,1.23,2.99,-25.27,-15.38
2025-02-01,10:28:30,-0.56,-0.28,1.19,14.83,-23.07,8.48
2025-02-01,10:28:30,0.47,0.06,1.33,19.65,-3.72,-14.04
2025-02-01,10:28:30,-0.47,-0.13,1.24,-10.01,-40.34,-7.39
2025-02-01,10:28:30,0.56,0.01,1.19,10.19,-39.61,-25.45
2025-02-01,10:28:30,-0.28,-0.20,1.13,13.79,-24.48,-29.24
2025-02-01,10:28:30,0.45,0.08,0.97,21.91,-41.44,-15.87
2025-02-01,10:28:30,-0.32,-0.33,1.16,45.84,-45.17,-37.29
2025-02-01,10:28:30,0.48,-0.11,0.96,-7.20,-11.60,-5.80
2025-02-01,10:28:30,-0.29,-0.27,0.91,-1.46,-28.26,-17.21
2025-02-01,10:28:30,0.55,0.04,0.93,1.71,10.01,-23.68
2025-02-01,10:28:30,-0.49,-0.56,1.29,-22.89,-33.51,-74.16
2025-02-01,10:28:30,0.60,-0.07,1.09,14.40,-21.30,-17.09
2025-02-01,10:28:30,-0.40,-0.26,1.00,3.60,-19.78,-29.60
2025-02-01,10:28:30,0.57,-0.08,1.28,-0.06,-6.04,-23.38
2025-02-01,10:28:30,-0.77,-0.44,1.37,15.93,-80.44,-64.58
2025-02-01,10:28:30,0.48,-0.18,1.12,21.24,-6.71,-34.00
2025-02-01,10:28:30,-0.72,-0.34,1.26,49.01,-57.07,6.41
2025-02-01,10:28:30,0.46,-0.25,1.23,-13.06,35.58,-2.99
2025-02-01,10:28:30,-0.50,-0.55,1.12,-65.98,26.92,23.19
2025-02-01,10:28:30,0.42,0.14,1.12,-12.27,-0.55,-10.80
2025-02-01,10:28:30,-0.26,-0.04,1.08,-25.51,60.67,55.18
2025-02-01,10:28:30,0.38,-0.10,1.09,-17.46,-13.79,-10.93
2025-02-01,10:28:30,-0.06,0.05,0.75,-24.60,76.97,17.15
2025-02-01,10:28:30,0.36,-0.19,0.57,13.98,-5.74,24.96
2025-02-01,10:28:30,-0.08,-0.08,0.88,-33.08,41.38,0.73
2025-02-01,10:28:30,0.17,-0.16,1.16,72.33,-80.02,38.51
2025-02-01,10:28:30,-0.05,-0.11,0.99,-11.05,25.51,-9.28
2025-02-01,10:28:30,0.22,0.27,0.50,45.41,30.64,106.93
2025-02-01,10:28:30,0.18,-0.07,0.88,-14.16,57.62,-17.21
2025-02-01,10:28:30,-0.19,-0.15,0.90,0.98,10.68,-27.40
2025-02-01,10:28:30,0.34,0.01,0.73,7.93,44.86,-0.61
2025-02-01,10:28:30,-0.40,0.01,1.09,35.52,-100.28,-25.63
2025-02-01,10:28:30,0.45,0.04,0.96,-15.20,-1.65,-11.11
2025-02-01,10:28:30,-0.52,-0.31,1.10,-38.33,-47.42,-40.41
2025-02-01,10:28:30,0.54,0.13,1.26,11.29,-39.31,-30.03
2025-02-01,10:28:30,-0.81,-0.40,1.28,-38.27,-22.64,-82.15
2025-02-01,10:28:30,0.40,-0.19,1.39,0.73,-8.79,-6.65
2025-02-01,10:28:30,-0.61,-0.33,1.18,-35.58,20.63,-14.34
2025-02-01,10:28:30,0.23,-0.05,1.04,-33.33,10.74,-17.21
2025-02-01,10:28:30,-0.32,0.06,1.03,-16.54,29.85,24.84
2025-02-01,10:28:30,0.29,-0.02,1.13,13.24,-17.70,17.64
2025-02-01,10:28:30,-0.02,-0.01,0.91,-15.99,59.33,19.10
2025-02-01,10:28:30,0.17,-0.18,1.06,-17.76,18.07,-9.03
2025-02-01,10:28:30,-0.02,-0.22,0.84,-42.05,55.30,5.43
2025-02-01,10:28:30,0.23,-0.21,0.73,-14.04,-17.70,6.04
2025-02-01,10:28:30,-0.04,-0.23,0.82,-23.62,22.83,-4.82
2025-02-01,10:28:30,0.18,-0.09,0.68,32.65,-19.84,19.17
2025-02-01,10:28:30,0.05,-0.21,0.66,-37.54,57.68,-9.16
2025-02-01,10:28:30,0.21,0.08,0.44,53.71,11.72,7.87
2025-02-01,10:28:30,0.24,-0.22,0.70,-21.06,-16.97,-15.38
2025-02-01,10:28:30,-0.10,-0.23,0.86,19.41,-19.53,-12.94
2025-02-01,10:28:30,0.25,0.03,1.04,22.40,-26.25,13.85
2025-02-01,10:28:30,0.15,0.09,0.52,66.71,-22.71,15.81
2025-02-01,10:28:30,0.25,-0.05,0.81,18.92,3.05,21.18
2025-02-01,10:28:30,-0.11,0.03,0.81,119.32,-79.83,3.85
2025-02-01,10:28:30,0.27,0.00,0.89,44.13,-28.63,23.62
2025-02-01,10:28:30,-0.27,-0.39,1.03,15.08,-63.23,-52.12
2025-02-01,10:28:30,-0.21,0.49,1.32,35.22,5.49,-14.10
2025-02-01,10:28:30,-0.06,-0.49,1.02,-0.24,-6.59,54.44
2025-02-01,10:28:30,-0.09,0.29,1.07,19.96,39.43,-67.50
2025-02-01,10:28:30,-0.02,-0.21,0.92,-3.23,5.00,96.31
2025-02-01,10:28:30,-0.01,-0.20,0.88,-8.00,25.63,-119.26
2025-02-01,10:28:30,0.11,0.31,0.85,-9.95,-26.49,106.26
2025-02-01,10:28:30,0.05,-0.66,0.92,-8.61,-1.53,-52.43
2025-02-01,10:28:30,-0.04,0.50,1.26,23.38,-17.09,0.43
2025-02-01,10:28:30,-0.06,-0.63,0.98,5.74,5.74,39.67
2025-02-01,10:28:30,0.00,0.11,0.99,9.95,24.41,-75.07
2025-02-01,10:28:30,-0.10,-0.17,0.97,0.49,-18.37,112.43
2025-02-01,10:28:30,-0.03,-0.15,0.98,-4.39,24.60,-87.95
2025-02-01,10:28:30,-0.09,0.04,0.96,-3.42,-22.58,106.08
2025-02-01,10:28:30,-0.16,-0.64,0.98,2.56,-19.29,-65.98
2025-02-01,10:28:30,-0.05,0.55,1.23,4.58,19.78,-21.55
2025-02-01,10:28:30,-0.04,-0.52,0.94,2.38,-5.31,70.25
2025-02-01,10:28:30,0.01,0.03,0.90,-9.58,25.27,-93.38
2025-02-01,10:28:30,-0.08,0.14,1.02,10.38,-16.24,128.78
2025-02-01,10:28:30,0.02,-0.55,0.75,-18.55,1.28,-108.76
2025-02-01,10:28:30,-0.02,0.61,1.19,1.34,-22.58,52.80
2025-02-01,10:28:30,-0.01,-0.72,1.09,1.40,-3.23,2.99
2025-02-01,10:28:30,-0.08,0.45,1.18,21.67,12.33,-40.04
2025-02-01,10:28:30,-0.01,-0.35,1.00,-2.14,7.51,64.15
2025-02-01,10:28:30,-0.03,0.06,0.97,12.15,15.75,-80.32
2025-02-01,10:28:30,-0.05,-0.03,0.90,-14.77,-5.25,103.82
2025-02-01,10:28:30,-0.01,-0.38,0.85,-16.66,1.10,-127.32
2025-02-01,10:28:30,0.07,0.77,1.21,-1.89,-15.87,29.85
2025-02-01,10:28:30,-0.02,-0.63,1.08,5.25,-7.57,23.74
2025-02-01,10:28:30,-0.00,0.37,1.07,29.11,8.36,-56.03
2025-02-01,10:28:30,-0.03,-0.43,0.86,-5.74,-8.54,102.05
2025-02-01,10:28:30,0.05,-0.28,0.86,-1.89,16.05,-114.87
2025-02-01,10:28:30,0.07,0.61,1.09,5.98,-4.21,81.18
2025-02-01,10:28:30,-0.07,-0.73,1.06,11.11,-15.62,-12.02
2025-02-01,10:28:30,0.03,0.24,1.08,2.32,19.41,-78.49
2025-02-01,10:28:30,-0.03,-0.33,0.82,-19.96,18.92,78.92
2025-02-01,10:28:30,-0.07,-0.33,0.92,-6.47,13.55,-116.15
2025-02-01,10:28:30,0.13,0.77,1.16,-3.17,-23.62,84.90
2025-02-01,10:28:30,-0.01,-0.61,1.20,5.74,-24.17,7.87
2025-02-01,10:28:30,0.09,0.36,1.01,7.20,4.27,-80.93
2025-02-01,10:28:30,-0.12,-0.21,0.95,-16.85,-14.71,140.75
2025-02-01,10:28:30,0.00,-0.33,0.90,-0.12,-4.58,-109.19
2025-02-01,10:28:30,0.20,1.03,1.07,-9.40,-6.65,67.99
2025-02-01,10:28:30,-0.02,-0.81,1.04,1.83,-15.69,9.52
2025-02-01,10:28:30,0.05,0.16,1.02,-0.49,21.12,-99.91
2025-02-01,10:28:30,-0.01,0.02,0.89,-20.14,-7.26,153.75
2025-02-01,10:28:30,0.05,-0.58,0.93,5.55,-11.17,-64.39
2025-02-01,10:28:30,0.13,0.71,1.18,7.32,20.75,-62.44
2025-02-01,10:28:30,-0.02,-0.56,1.03,0.73,6.59,72.20
2025-02-01,10:28:30,-0.01,-0.09,0.95,12.08,24.90,-128.42
2025-02-01,10:28:30,0.09,0.29,0.87,-21.79,-0.06,155.15
2025-02-01,10:28:30,0.05,-0.88,0.98,11.72,-21.42,-71.96
2025-02-01,10:28:30,0.16,0.53,1.00,-5.98,8.30,-75.13
2025-02-01,10:28:30,-0.00,-0.47,0.85,-19.47,17.09,93.38
2025-02-01,10:28:30,0.02,-0.36,0.81,-11.29,9.40,-148.50
2025-02-01,10:28:30,0.35,1.28,1.08,-11.72,-17.70,53.10
2025-02-01,10:28:30,0.00,-0.72,1.08,9.77,8.06,55.91
2025-02-01,10:28:30,0.02,0.08,1.00,9.52,12.82,-153.75
2025-02-01,10:28:30,-0.06,-0.12,0.86,-1.95,-9.09,154.91
2025-02-01,10:28:30,0.05,-0.56,0.93,-2.01,-26.98,-115.17
2025-02-01,10:28:30,0.28,0.95,1.10,4.70,-0.31,-9.77
2025-02-01,10:28:30,-0.19,0.00,1.68,-5.25,110.17,31.07
2025-02-01,10:28:30,0.01,-0.19,0.68,-6.41,-118.35,-29.97
2025-02-01,10:28:30,0.14,-0.06,0.41,-22.03,153.14,-22.77
2025-02-01,10:28:30,-0.34,-0.16,1.77,8.48,-109.31,4.21
2025-02-01,10:28:30,0.35,0.10,0.03,-5.74,-15.44,19.41
2025-02-01,10:28:30,-0.31,-0.02,1.43,-7.26,101.56,2.50
2025-02-01,10:28:30,0.06,-0.00,0.54,28.14,-169.01,11.90
2025-02-01,10:28:30,-0.06,0.01,0.90,-12.94,146.55,-7.02
2025-02-01,10:28:30,-0.26,-0.11,1.56,13.31,-146.73,4.03
2025-02-01,10:28:30,0.29,0.00,0.35,-5.13,69.52,-11.17
2025-02-01,10:28:30,-0.50,-0.22,2.12,13.98,4.39,2.38
2025-02-01,10:28:30,0.31,0.06,0.27,-12.02,-78.98,11.72
2025-02-01,10:28:30,-0.17,-0.12,1.27,-17.21,138.18,2.14
2025-02-01,10:28:30,-0.01,0.05,0.89,17.21,-121.77,0.85
2025-02-01,10:28:30,-0.06,-0.01,0.89,-12.27,128.54,0.85
2025-02-01,10:28:30,-0.18,0.02,1.51,21.91,-111.82,12.51
2025-02-01,10:28:30,0.20,-0.04,0.53,-4.21,82.52,-1.71
2025-02-01,10:28:30,-0.34,-0.21,1.91,1.89,-8.06,-5.13
2025-02-01,10:28:30,0.26,-0.07,0.01,-14.47,-1.04,1.40
2025-02-01,10:28:30,-0.28,-0.06,1.41,-19.96,133.97,-5.55
2025-02-01,10:28:30,-0.02,0.03,0.81,10.13,-137.94,-0.24
2025-02-01,10:28:30,-0.10,-0.01,0.98,7.02,133.24,13.31
2025-02-01,10:28:30,-0.12,-0.07,1.08,3.60,-111.88,-1.16
2025-02-01,10:28:30,0.19,-0.01,0.51,-12.70,106.93,-10.56
2025-02-01,10:28:30,-0.36,-0.02,1.90,12.94,-66.35,5.07
2025-02-01,10:28:30,0.31,-0.02,0.19,-3.85,-32.04,9.16
2025-02-01,10:28:30,-0.25,-0.07,1.38,-14.95,112.00,-6.59
2025-02-01,10:28:30,-0.00,-0.05,0.77,6.35,-118.53,-1.40
2025-02-01,10:28:30,-0.05,-0.09,0.78,-7.20,148.50,-3.54
2025-02-01,10:28:30,-0.27,-0.07,1.40,25.88,-151.37,4.09
2025-02-01,10:28:30,0.20,-0.06,0.18,-12.39,69.89,2.62
2025-02-01,10:28:30,-0.38,-0.28,1.52,-22.22,109.50,-11.66
2025-02-01,10:28:30,0.13,0.15,0.75,9.95,-120.30,-0.12
2025-02-01,10:28:30,-0.14,-0.02,1.17,-3.30,107.85,9.95
2025-02-01,10:28:30,-0.23,-0.02,0.87,20.51,-148.99,-2.01
2025-02-01,10:28:30,0.02,-0.18,0.72,4.76,129.70,6.96
2025-02-01,10:28:30,-0.34,-0.25,1.62,2.56,-75.87,-10.74
2025-02-01,10:28:30,0.22,-0.14,0.28,4.33,53.34,-15.87
2025-02-01,10:28:30,-0.29,-0.20,1.62,-4.88,19.17,-7.93
2025-02-01,10:28:30,0.34,0.06,0.30,-12.82,-16.36,6.77
2025-02-01,10:28:30,-0.23,0.12,1.56,30.33,57.68,4.70
2025-02-01,10:28:30,0.21,-0.09,0.21,-4.46,41.50,48.65
2025-02-01,10:28:30,-0.16,0.13,1.28,-22.52,54.93,-1.77
2025-02-01,10:28:30,0.16,0.12,0.74,0.55,43.76,19.59
2025-02-01,10:28:30,-0.24,0.20,1.89,-6.10,39.43,-9.46
2025-02-01,10:28:30,0.26,0.16,0.65,5.68,-38.33,3.30
2025-02-01,10:28:30,-0.11,0.01,1.43,-5.62,55.73,13.67
2025-02-01,10:28:30,0.25,0.18,0.36,7.75,26.86,-8.12
2025-02-01,10:28:30,-0.09,-0.05,1.34,-10.99,63.60,1.83
2025-02-01,10:28:30,0.10,0.19,0.73,26.61,-62.32,-2.56
2025-02-01,10:28:30,0.10,0.10,0.83,-10.01,106.81,2.87
2025-02-01,10:28:30,-0.15,0.01,1.29,18.31,-124.94,-14.16
2025-02-01,10:28:30,0.31,0.02,0.21,-9.40,60.36,4.39
2025-02-01,10:28:30,-0.40,-0.05,1.81,-16.05,53.41,-8.97
2025-02-01,10:28:30,0.06,0.03,0.55,20.51,-93.14,-0.06
2025-02-01,10:28:30,-0.00,0.07,0.76,-15.44,142.09,-0.06
2025-02-01,10:28:30,-0.22,-0.05,1.22,9.58,-98.27,-29.05
2025-02-01,10:28:30,0.29,-0.04,0.48,-11.47,63.78,4.39
2025-02-01,10:28:30,-0.54,0.16,2.04,-7.93,-17.03,-2.56
2025-02-01,10:28:30,0.30,-0.04,0.35,15.08,-76.66,9.70
2025-02-01,10:28:30,-0.28,-0.02,1.34,-17.15,104.43,0.24
2025-02-01,10:28:30,0.04,0.08,0.85,7.81,-133.48,5.07
2025-02-01,10:28:30,-0.02,0.10,0.95,2.50,113.28,-9.89
2025-02-01,10:28:30,-0.20,0.06,0.97,13.98,-145.87,12.33
2025-02-01,10:28:30,0.11,-0.06,0.69,-5.80,86.30,-7.14
2025-02-01,10:28:30,-0.57,0.01,1.86,2.26,-75.62,-4.70
2025-02-01,10:28:30,0.33,0.21,0.22,-8.79,36.87,-8.48
2025-02-01,10:28:30,-0.43,-0.09,1.21,-23.44,144.17,-8.42
2025-02-01,10:28:30,0.13,-0.04,0.98,9.95,-56.21,-23.32
2025-02-01,10:28:30,-0.15,-0.00,0.92,-12.94,125.37,24.72
2025-02-01,10:28:30,-0.18,-0.09,1.22,-27.10,-112.18,3.23
2025-02-01,10:28:30,0.31,-0.05,0.38,-4.39,32.35,15.08
2025-02-01,10:28:30,-0.31,-0.06,1.73,-4.94,57.50,8.73
2025-02-01,10:28:30,0.11,-0.00,0.42,-9.64,-115.11,5.55
2025-02-01,10:28:30,0.11,-0.02,0.49,-22.16,149.35,-25.88
2025-02-01,10:28:30,-0.32,0.09,2.21,4.15,-74.10,14.77
2025-02-01,10:28:30,0.44,0.06,0.23,-1.46,-37.72,8.30
2025-02-01,10:28:30,-0.22,-0.17,1.33,-26.18,113.46,-10.19
2025-02-01,10:28:30,0.02,0.02,0.73,19.23,-122.01,-17.15
2025-02-01,10:28:30,0.12,-0.03,0.56,-32.90,132.75,2.75
2025-02-01,10:28:30,-0.21,0.14,1.79,-3.30,-43.46,-2.56
2025-02-01,10:28:30,0.18,0.05,0.42,17.94,-80.57,20.75
2025-02-01,10:28:30,-0.13,-0.00,1.14,-6.10,108.28,0.12
2025-02-01,10:28:30,-0.03,-0.12,0.83,7.87,-125.92,-11.60
2025-02-01,10:28:30,0.11,-0.04,0.56,-13.18,123.78,-18.19
2025-02-01,10:28:30,-0.28,0.12,1.88,15.56,5.19,-7.87
2025-02-01,10:28:30,0.26,-0.02,0.29,5.43,-83.19,9.22
2025-02-01,10:28:30,-0.17,-0.12,1.23,-13.06,106.02,4.15
2025-02-01,10:28:30,-0.11,-0.12,0.90,14.71,-137.45,-34.06
2025-02-01,10:28:30,0.02,-0.07,0.72,-38.51,158.87,-10.31
2025-02-01,10:28:30,-0.35,-0.12,2.08,11.17,-45.72,-6.47
2025-02-01,10:28:30,0.17,0.02,0.37,11.05,-132.87,3.42
2025-02-01,10:28:30,-0.04,-0.08,0.80,-26.06,155.64,5.86
2025-02-01,10:28:30,-0.45,0.06,2.44,19.29,-150.45,2.32
2025-02-01,10:28:30,0.07,-0.11,0.21,17.58,-118.77,12.57
2025-02-01,10:28:30,0.08,0.10,0.42,-6.35,136.41,2.08
2025-02-01,10:28:30,-0.53,-0.14,2.25,0.49,60.42,0.55
2025-02-01,10:28:30,-0.22,-0.19,0.70,11.54,-178.53,-11.17
2025-02-01,10:28:30,0.20,-0.06,0.47,-21.73,128.72,5.31
2025-02-01,10:28:30,-0.30,0.08,1.66,40.77,-123.84,19.78
2025-02-01,10:28:30,0.40,0.13,0.24,1.59,-15.62,13.61
